event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Unnamed: 8,Unnamed: 9,Unnamed: 10,city,total_quantity_sold,product_name,promo_discount,revenue_before_promo,revenue_after_promo
252235,STHYD-4,CAMP_DIW_01,P07,300,BOGOF,64,223,,,,hyderabad,287,Atliq_Curtains,150.0,19200,33450.0
41d6bd,STCHE-1,CAMP_SAN_01,P03,200,BOGOF,424,1127,,,,chennai,1551,Atliq_Suflower_Oil (1L),100.0,84800,112700.0
73c8f5,STVSK-3,CAMP_DIW_01,P01,172,33% OFF,229,293,,,,visakhapatnam,522,Atliq_Masoor_Dal (1KG),56.760000000000005,39388,33765.32
1f0eaf,STBLR-6,CAMP_SAN_01,P15,3000,500 Cashback,147,385,,,,bengaluru,532,Atliq_Home_Essential_8_Product_Combo,2500.0,441000,192500.0
bb62b3,STHYD-6,CAMP_SAN_01,P03,200,BOGOF,378,1459,,,,hyderabad,1837,Atliq_Suflower_Oil (1L),100.0,75600,145900.0
6c43b6,STMLR-1,CAMP_DIW_01,P07,300,BOGOF,29,97,,,,mangalore,126,Atliq_Curtains,150.0,8700,14550.0
86ec8d,STMDU-3,CAMP_SAN_01,P04,370,BOGOF,303,1172,,,,madurai,1475,Atliq_Farm_Chakki_Atta (1KG),185.0,112110,216820.0
35463c,STCBE-0,CAMP_DIW_01,P04,290,25% OFF,211,202,,,,coimbatore,413,Atliq_Farm_Chakki_Atta (1KG),72.5,61190,43935.0
95f061,STMYS-3,CAMP_SAN_01,P15,3000,500 Cashback,160,443,,,,mysuru,603,Atliq_Home_Essential_8_Product_Combo,2500.0,480000,221500.0
693b77,STMLR-0,CAMP_DIW_01,P12,62,50% OFF,70,88,,,,mangalore,158,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,4340,2728.0
4ca50a,STHYD-3,CAMP_DIW_01,P08,1190,BOGOF,50,156,,,,hyderabad,206,Atliq_Double_Bedsheet_set,595.0,59500,92820.0
01b425,STMYS-3,CAMP_DIW_01,P09,110,50% OFF,68,76,,,,mysuru,144,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,7480,4180.0
d3d442,STBLR-5,CAMP_SAN_01,P15,3000,500 Cashback,166,396,,,,bengaluru,562,Atliq_Home_Essential_8_Product_Combo,2500.0,498000,198000.0
b17f27,STCBE-0,CAMP_DIW_01,P06,415,25% OFF,59,56,,,,coimbatore,115,Atliq_Fusion_Container_Set_of_3,103.75,24485,17430.0
be6ab1,STCHE-4,CAMP_SAN_01,P09,90,25% OFF,73,60,,,,chennai,133,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,6570,4050.0
cf0ccd,STVSK-1,CAMP_DIW_01,P08,1190,BOGOF,35,117,,,,visakhapatnam,152,Atliq_Double_Bedsheet_set,595.0,41650,69615.0
d7798b,STMYS-2,CAMP_SAN_01,P02,860,33% OFF,484,677,,,,mysuru,1161,Atliq_Sonamasuri_Rice (10KG),283.8,416240,390087.4
e93b62,STCHE-2,CAMP_SAN_01,P04,370,BOGOF,513,2067,,,,chennai,2580,Atliq_Farm_Chakki_Atta (1KG),185.0,189810,382395.0
65f085,STCHE-4,CAMP_SAN_01,P12,62,50% OFF,60,87,,,,chennai,147,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3720,2697.0
39d354,STMYS-0,CAMP_DIW_01,P06,415,25% OFF,57,49,,,,mysuru,106,Atliq_Fusion_Container_Set_of_3,103.75,23655,15251.25
90f2d8,STMDU-2,CAMP_DIW_01,P10,65,50% OFF,61,71,,,,madurai,132,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,3965,2307.5
d04c7f,STBLR-9,CAMP_SAN_01,P07,300,BOGOF,40,159,,,,bengaluru,199,Atliq_Curtains,150.0,12000,23850.0
7b51be,STCHE-5,CAMP_SAN_01,P04,370,BOGOF,403,1587,,,,chennai,1990,Atliq_Farm_Chakki_Atta (1KG),185.0,149110,293595.0
68c31e,STBLR-7,CAMP_SAN_01,P08,1190,BOGOF,54,235,,,,bengaluru,289,Atliq_Double_Bedsheet_set,595.0,64260,139825.0
b6233e,STMLR-2,CAMP_DIW_01,P01,172,33% OFF,175,222,,,,mangalore,397,Atliq_Masoor_Dal (1KG),56.760000000000005,30100,25583.28
4b411a,STVJD-0,CAMP_DIW_01,P15,3000,500 Cashback,218,673,,,,vijayawada,891,Atliq_Home_Essential_8_Product_Combo,2500.0,654000,336500.0
dd9914,STVSK-1,CAMP_DIW_01,P10,65,50% OFF,98,132,,,,visakhapatnam,230,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,6370,4290.0
874377,STHYD-3,CAMP_DIW_01,P02,860,33% OFF,365,616,,,,hyderabad,981,Atliq_Sonamasuri_Rice (10KG),283.8,313900,354939.2
7.83E+87,STMDU-3,CAMP_DIW_01,P14,1020,BOGOF,31,108,,,,madurai,139,Atliq_waterproof_Immersion_Rod,510.0,31620,55080.0
6a1564,STMDU-3,CAMP_DIW_01,P15,3000,500 Cashback,334,1022,,,,madurai,1356,Atliq_Home_Essential_8_Product_Combo,2500.0,1002000,511000.0
ac0b82,STMYS-0,CAMP_DIW_01,P04,290,25% OFF,234,205,,,,mysuru,439,Atliq_Farm_Chakki_Atta (1KG),72.5,67860,44587.5
19d7b5,STMYS-1,CAMP_SAN_01,P03,200,BOGOF,382,1596,,,,mysuru,1978,Atliq_Suflower_Oil (1L),100.0,76400,159600.0
9d7bd2,STCHE-5,CAMP_DIW_01,P03,156,25% OFF,413,375,,,,chennai,788,Atliq_Suflower_Oil (1L),39.0,64428,43875.0
17edbc,STMYS-1,CAMP_DIW_01,P03,156,25% OFF,281,230,,,,mysuru,511,Atliq_Suflower_Oil (1L),39.0,43836,26910.0
38bf1b,STCHE-1,CAMP_SAN_01,P05,55,25% OFF,30,25,,,,chennai,55,Atliq_Scrub_Sponge_For_Dishwash,13.75,1650,1031.25
4cc388,STBLR-7,CAMP_SAN_01,P02,860,33% OFF,526,799,,,,bengaluru,1325,Atliq_Sonamasuri_Rice (10KG),283.8,452360,460383.80000000005
c115da,STCHE-2,CAMP_DIW_01,P13,350,BOGOF,84,293,,,,chennai,377,Atliq_High_Glo_15W_LED_Bulb,175.0,29400,51275.0
1271,STCBE-2,CAMP_SAN_01,P13,350,BOGOF,121,500,,,,coimbatore,621,Atliq_High_Glo_15W_LED_Bulb,175.0,42350,87500.0
3bf731,STVSK-3,CAMP_SAN_01,P04,370,BOGOF,265,673,,,,visakhapatnam,938,Atliq_Farm_Chakki_Atta (1KG),185.0,98050,124505.0
07e4ea,STHYD-6,CAMP_SAN_01,P04,370,BOGOF,486,1890,,,,hyderabad,2376,Atliq_Farm_Chakki_Atta (1KG),185.0,179820,349650.0
a1ef43,STTRV-1,CAMP_SAN_01,P12,62,50% OFF,27,38,,,,trivandrum,65,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,1674,1178.0
1cfaa8,STBLR-2,CAMP_SAN_01,P08,1190,BOGOF,43,166,,,,bengaluru,209,Atliq_Double_Bedsheet_set,595.0,51170,98770.0
2eb400,STBLR-5,CAMP_SAN_01,P07,300,BOGOF,52,207,,,,bengaluru,259,Atliq_Curtains,150.0,15600,31050.0
cd3392,STCHE-6,CAMP_SAN_01,P07,300,BOGOF,31,123,,,,chennai,154,Atliq_Curtains,150.0,9300,18450.0
141d98,STCHE-4,CAMP_SAN_01,P03,200,BOGOF,387,1695,,,,chennai,2082,Atliq_Suflower_Oil (1L),100.0,77400,169500.0
e74698,STBLR-5,CAMP_DIW_01,P14,1020,BOGOF,43,144,,,,bengaluru,187,Atliq_waterproof_Immersion_Rod,510.0,43860,73440.0
512d92,STCHE-4,CAMP_DIW_01,P09,110,50% OFF,87,115,,,,chennai,202,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,9570,6325.0
ce3c11,STHYD-4,CAMP_DIW_01,P14,1020,BOGOF,52,176,,,,hyderabad,228,Atliq_waterproof_Immersion_Rod,510.0,53040,89760.0
6.20E+94,STMYS-0,CAMP_SAN_01,P08,1190,BOGOF,48,129,,,,mysuru,177,Atliq_Double_Bedsheet_set,595.0,57120,76755.0
315542,STVJD-1,CAMP_SAN_01,P03,200,BOGOF,183,710,,,,vijayawada,893,Atliq_Suflower_Oil (1L),100.0,36600,71000.0
42a404,STCBE-1,CAMP_SAN_01,P12,62,50% OFF,42,48,,,,coimbatore,90,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,2604,1488.0
7a2a47,STBLR-7,CAMP_DIW_01,P07,300,BOGOF,64,254,,,,bengaluru,318,Atliq_Curtains,150.0,19200,38100.0
ad9ba5,STHYD-5,CAMP_DIW_01,P01,172,33% OFF,337,485,,,,hyderabad,822,Atliq_Masoor_Dal (1KG),56.760000000000005,57964,55891.399999999994
3080c6,STVSK-4,CAMP_DIW_01,P14,1020,BOGOF,38,114,,,,visakhapatnam,152,Atliq_waterproof_Immersion_Rod,510.0,38760,58140.0
c11cad,STMYS-2,CAMP_SAN_01,P09,90,25% OFF,61,50,,,,mysuru,111,Atliq_Body_Milk_Nourishing_Lotion (120ML),22.5,5490,3375.0
8a219d,STBLR-8,CAMP_DIW_01,P08,1190,BOGOF,64,218,,,,bengaluru,282,Atliq_Double_Bedsheet_set,595.0,76160,129710.0
3ec68b,STBLR-1,CAMP_DIW_01,P09,110,50% OFF,73,95,,,,bengaluru,168,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,8030,5225.0
0690d9,STHYD-3,CAMP_DIW_01,P15,3000,500 Cashback,418,1082,,,,hyderabad,1500,Atliq_Home_Essential_8_Product_Combo,2500.0,1254000,541000.0
c7f28c,STBLR-0,CAMP_SAN_01,P15,3000,500 Cashback,144,374,,,,bengaluru,518,Atliq_Home_Essential_8_Product_Combo,2500.0,432000,187000.0
94102d,STBLR-4,CAMP_SAN_01,P12,62,50% OFF,64,92,,,,bengaluru,156,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3968,2852.0
74657,STMLR-0,CAMP_DIW_01,P02,860,33% OFF,194,271,,,,mangalore,465,Atliq_Sonamasuri_Rice (10KG),283.8,166840,156150.2
f46036,STVSK-4,CAMP_DIW_01,P13,350,BOGOF,61,178,,,,visakhapatnam,239,Atliq_High_Glo_15W_LED_Bulb,175.0,21350,31150.0
c74866,STBLR-5,CAMP_DIW_01,P10,65,50% OFF,115,151,,,,bengaluru,266,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,7475,4907.5
ab6327,STHYD-1,CAMP_SAN_01,P04,370,BOGOF,444,1123,,,,hyderabad,1567,Atliq_Farm_Chakki_Atta (1KG),185.0,164280,207755.0
41cb8f,STBLR-6,CAMP_DIW_01,P03,156,25% OFF,402,353,,,,bengaluru,755,Atliq_Suflower_Oil (1L),39.0,62712,41301.0
9a13a5,STHYD-4,CAMP_DIW_01,P11,190,50% OFF,82,107,,,,hyderabad,189,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,15580,10165.0
cac6b5,STCBE-4,CAMP_SAN_01,P11,190,50% OFF,28,39,,,,coimbatore,67,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,5320,3705.0
2c0a90,STMDU-2,CAMP_SAN_01,P12,62,50% OFF,36,42,,,,madurai,78,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,2232,1302.0
7a9ebd,STTRV-0,CAMP_DIW_01,P11,190,50% OFF,33,42,,,,trivandrum,75,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,6270,3990.0
19352c,STBLR-4,CAMP_SAN_01,P02,860,33% OFF,501,701,,,,bengaluru,1202,Atliq_Sonamasuri_Rice (10KG),283.8,430860,403916.2
415f7e,STVSK-2,CAMP_SAN_01,P07,300,BOGOF,24,93,,,,visakhapatnam,117,Atliq_Curtains,150.0,7200,13950.0
5c7b20,STCBE-4,CAMP_DIW_01,P05,55,25% OFF,101,89,,,,coimbatore,190,Atliq_Scrub_Sponge_For_Dishwash,13.75,5555,3671.25
c6693c,STBLR-1,CAMP_SAN_01,P04,370,BOGOF,413,1102,,,,bengaluru,1515,Atliq_Farm_Chakki_Atta (1KG),185.0,152810,203870.0
0f750a,STBLR-0,CAMP_SAN_01,P02,860,33% OFF,451,613,,,,bengaluru,1064,Atliq_Sonamasuri_Rice (10KG),283.8,387860,353210.60000000003
d31554,STMDU-2,CAMP_DIW_01,P05,55,25% OFF,80,70,,,,madurai,150,Atliq_Scrub_Sponge_For_Dishwash,13.75,4400,2887.5
7151bb,STBLR-6,CAMP_DIW_01,P13,350,BOGOF,98,372,,,,bengaluru,470,Atliq_High_Glo_15W_LED_Bulb,175.0,34300,65100.0
8f9cc5,STMLR-1,CAMP_DIW_01,P08,1190,BOGOF,29,100,,,,mangalore,129,Atliq_Double_Bedsheet_set,595.0,34510,59500.0
d81627,STCBE-2,CAMP_SAN_01,P04,370,BOGOF,355,1508,,,,coimbatore,1863,Atliq_Farm_Chakki_Atta (1KG),185.0,131350,278980.0
6e5da9,STVJD-0,CAMP_SAN_01,P11,190,50% OFF,25,35,,,,vijayawada,60,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,4750,3325.0
6e412f,STBLR-7,CAMP_SAN_01,P06,415,25% OFF,34,28,,,,bengaluru,62,Atliq_Fusion_Container_Set_of_3,103.75,14110,8715.0
b110d3,STCBE-3,CAMP_SAN_01,P06,415,25% OFF,18,14,,,,coimbatore,32,Atliq_Fusion_Container_Set_of_3,103.75,7470,4357.5
c2ee4f,STVSK-3,CAMP_SAN_01,P13,350,BOGOF,58,148,,,,visakhapatnam,206,Atliq_High_Glo_15W_LED_Bulb,175.0,20300,25900.0
e45c30,STMDU-1,CAMP_DIW_01,P06,415,25% OFF,70,63,,,,madurai,133,Atliq_Fusion_Container_Set_of_3,103.75,29050,19608.75
353060,STBLR-7,CAMP_SAN_01,P11,190,50% OFF,45,73,,,,bengaluru,118,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,8550,6935.0
461ad4,STTRV-1,CAMP_DIW_01,P09,110,50% OFF,42,55,,,,trivandrum,97,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,4620,3025.0
cbf0ad,STCHE-6,CAMP_SAN_01,P03,200,BOGOF,358,1410,,,,chennai,1768,Atliq_Suflower_Oil (1L),100.0,71600,141000.0
207744,STBLR-0,CAMP_SAN_01,P12,62,50% OFF,52,75,,,,bengaluru,127,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3224,2325.0
ff02ae,STCBE-3,CAMP_DIW_01,P11,190,50% OFF,66,102,,,,coimbatore,168,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,12540,9690.0
6cb844,STBLR-3,CAMP_SAN_01,P10,50,25% OFF,28,21,,,,bengaluru,49,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,1400,787.5
2b41a0,STBLR-3,CAMP_SAN_01,P02,860,33% OFF,450,634,,,,bengaluru,1084,Atliq_Sonamasuri_Rice (10KG),283.8,387000,365310.80000000005
a50d87,STCBE-3,CAMP_DIW_01,P10,65,50% OFF,82,122,,,,coimbatore,204,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,5330,3965.0
18810a,STMYS-1,CAMP_DIW_01,P02,860,33% OFF,395,711,,,,mysuru,1106,Atliq_Sonamasuri_Rice (10KG),283.8,339700,409678.2
608271,STMDU-0,CAMP_SAN_01,P15,3000,500 Cashback,122,342,,,,madurai,464,Atliq_Home_Essential_8_Product_Combo,2500.0,366000,171000.0
edacb9,STCHE-3,CAMP_DIW_01,P10,65,50% OFF,119,154,,,,chennai,273,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,7735,5005.0
ce95b1,STCHE-2,CAMP_DIW_01,P12,62,50% OFF,119,138,,,,chennai,257,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,7378,4278.0
6ae240,STBLR-4,CAMP_SAN_01,P13,350,BOGOF,94,371,,,,bengaluru,465,Atliq_High_Glo_15W_LED_Bulb,175.0,32900,64925.0
e2f6b2,STCHE-1,CAMP_DIW_01,P15,3000,500 Cashback,316,859,,,,chennai,1175,Atliq_Home_Essential_8_Product_Combo,2500.0,948000,429500.0
6b0ee6,STMDU-1,CAMP_DIW_01,P07,300,BOGOF,47,157,,,,madurai,204,Atliq_Curtains,150.0,14100,23550.0
0aefa5,STVSK-3,CAMP_SAN_01,P06,415,25% OFF,33,27,,,,visakhapatnam,60,Atliq_Fusion_Container_Set_of_3,103.75,13695,8403.75
0f3f34,STCHE-1,CAMP_DIW_01,P06,415,25% OFF,99,87,,,,chennai,186,Atliq_Fusion_Container_Set_of_3,103.75,41085,27078.75
ed7b12,STVSK-0,CAMP_SAN_01,P10,50,25% OFF,16,13,,,,visakhapatnam,29,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,800,487.5
debbd7,STCBE-0,CAMP_SAN_01,P11,190,50% OFF,45,72,,,,coimbatore,117,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,8550,6840.0
2b8abd,STCHE-2,CAMP_SAN_01,P14,1020,BOGOF,105,407,,,,chennai,512,Atliq_waterproof_Immersion_Rod,510.0,107100,207570.0
0da7fd,STVSK-0,CAMP_SAN_01,P02,860,33% OFF,408,632,,,,visakhapatnam,1040,Atliq_Sonamasuri_Rice (10KG),283.8,350880,364158.4
d58c29,STVSK-2,CAMP_SAN_01,P08,1190,BOGOF,27,107,,,,visakhapatnam,134,Atliq_Double_Bedsheet_set,595.0,32130,63665.0
861506,STCHE-6,CAMP_DIW_01,P03,156,25% OFF,334,260,,,,chennai,594,Atliq_Suflower_Oil (1L),39.0,52104,30420.0
fd48ff,STCBE-0,CAMP_SAN_01,P04,370,BOGOF,367,1423,,,,coimbatore,1790,Atliq_Farm_Chakki_Atta (1KG),185.0,135790,263255.0
7912c8,STVSK-3,CAMP_SAN_01,P05,55,25% OFF,19,15,,,,visakhapatnam,34,Atliq_Scrub_Sponge_For_Dishwash,13.75,1045,618.75
1768c2,STHYD-0,CAMP_DIW_01,P02,860,33% OFF,367,601,,,,hyderabad,968,Atliq_Sonamasuri_Rice (10KG),283.8,315620,346296.2
61089e,STHYD-5,CAMP_SAN_01,P04,370,BOGOF,412,1615,,,,hyderabad,2027,Atliq_Farm_Chakki_Atta (1KG),185.0,152440,298775.0
e5e244,STBLR-5,CAMP_DIW_01,P02,860,33% OFF,351,526,,,,bengaluru,877,Atliq_Sonamasuri_Rice (10KG),283.8,301860,303081.2
1f8bc3,STCBE-2,CAMP_DIW_01,P01,172,33% OFF,190,313,,,,coimbatore,503,Atliq_Masoor_Dal (1KG),56.760000000000005,32680,36070.119999999995
5.00E+300,STVJD-1,CAMP_DIW_01,P14,1020,BOGOF,24,80,,,,vijayawada,104,Atliq_waterproof_Immersion_Rod,510.0,24480,40800.0
e8d896,STCHE-1,CAMP_SAN_01,P10,50,25% OFF,40,33,,,,chennai,73,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,2000,1237.5
2dd3f7,STHYD-4,CAMP_DIW_01,P03,156,25% OFF,341,327,,,,hyderabad,668,Atliq_Suflower_Oil (1L),39.0,53196,38259.0
b7db9e,STHYD-4,CAMP_DIW_01,P05,55,25% OFF,106,101,,,,hyderabad,207,Atliq_Scrub_Sponge_For_Dishwash,13.75,5830,4166.25
13d333,STCHE-7,CAMP_SAN_01,P01,172,33% OFF,256,358,,,,chennai,614,Atliq_Masoor_Dal (1KG),56.760000000000005,44032,41255.92
77435f,STBLR-3,CAMP_SAN_01,P01,172,33% OFF,277,387,,,,bengaluru,664,Atliq_Masoor_Dal (1KG),56.760000000000005,47644,44597.88
3181a7,STCBE-1,CAMP_SAN_01,P11,190,50% OFF,28,31,,,,coimbatore,59,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,5320,2945.0
3ea719,STBLR-7,CAMP_DIW_01,P02,860,33% OFF,336,577,,,,bengaluru,913,Atliq_Sonamasuri_Rice (10KG),283.8,288960,332467.4
3d8361,STMYS-1,CAMP_DIW_01,P08,1190,BOGOF,47,184,,,,mysuru,231,Atliq_Double_Bedsheet_set,595.0,55930,109480.0
0d853d,STHYD-4,CAMP_SAN_01,P02,860,33% OFF,594,819,,,,hyderabad,1413,Atliq_Sonamasuri_Rice (10KG),283.8,510840,471907.80000000005
4d9f1a,STCBE-1,CAMP_DIW_01,P09,110,50% OFF,59,69,,,,coimbatore,128,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,6490,3795.0
ea384f,STBLR-7,CAMP_SAN_01,P10,50,25% OFF,40,33,,,,bengaluru,73,Atliq_Cream_Beauty_Bathing_Soap (125GM),12.5,2000,1237.5
9fcb92,STMDU-2,CAMP_DIW_01,P15,3000,500 Cashback,315,976,,,,madurai,1291,Atliq_Home_Essential_8_Product_Combo,2500.0,945000,488000.0
b97eb0,STBLR-2,CAMP_SAN_01,P11,190,50% OFF,49,68,,,,bengaluru,117,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,9310,6460.0
90110c,STHYD-0,CAMP_SAN_01,P04,370,BOGOF,412,1615,,,,hyderabad,2027,Atliq_Farm_Chakki_Atta (1KG),185.0,152440,298775.0
72eed8,STHYD-4,CAMP_DIW_01,P04,290,25% OFF,376,360,,,,hyderabad,736,Atliq_Farm_Chakki_Atta (1KG),72.5,109040,78300.0
d552e3,STMDU-3,CAMP_SAN_01,P12,62,50% OFF,45,53,,,,madurai,98,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,2790,1643.0
74399f,STMYS-3,CAMP_DIW_01,P13,350,BOGOF,73,282,,,,mysuru,355,Atliq_High_Glo_15W_LED_Bulb,175.0,25550,49350.0
f9b0ef,STVJD-0,CAMP_DIW_01,P05,55,25% OFF,56,54,,,,vijayawada,110,Atliq_Scrub_Sponge_For_Dishwash,13.75,3080,2227.5
b838cd,STTRV-1,CAMP_DIW_01,P01,172,33% OFF,147,214,,,,trivandrum,361,Atliq_Masoor_Dal (1KG),56.760000000000005,25284,24661.36
191614,STMYS-3,CAMP_DIW_01,P10,65,50% OFF,103,109,,,,mysuru,212,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,6695,3542.5
15265d,STCHE-5,CAMP_SAN_01,P12,62,50% OFF,58,65,,,,chennai,123,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3596,2015.0
166989,STCBE-1,CAMP_SAN_01,P01,172,33% OFF,169,206,,,,coimbatore,375,Atliq_Masoor_Dal (1KG),56.760000000000005,29068,23739.44
18f69b,STMLR-2,CAMP_DIW_01,P10,65,50% OFF,61,68,,,,mangalore,129,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,3965,2210.0
2cc7f0,STMDU-3,CAMP_SAN_01,P02,860,33% OFF,457,548,,,,madurai,1005,Atliq_Sonamasuri_Rice (10KG),283.8,393020,315757.60000000003
f65a1e,STVSK-4,CAMP_DIW_01,P04,290,25% OFF,255,196,,,,visakhapatnam,451,Atliq_Farm_Chakki_Atta (1KG),72.5,73950,42630.0
bff226,STCBE-1,CAMP_DIW_01,P06,415,25% OFF,57,44,,,,coimbatore,101,Atliq_Fusion_Container_Set_of_3,103.75,23655,13695.0
d0356d,STCHE-0,CAMP_DIW_01,P08,1190,BOGOF,45,152,,,,chennai,197,Atliq_Double_Bedsheet_set,595.0,53550,90440.0
262ff3,STVSK-0,CAMP_DIW_01,P13,350,BOGOF,47,161,,,,visakhapatnam,208,Atliq_High_Glo_15W_LED_Bulb,175.0,16450,28175.0
0953d7,STVSK-1,CAMP_SAN_01,P02,860,33% OFF,387,530,,,,visakhapatnam,917,Atliq_Sonamasuri_Rice (10KG),283.8,332820,305386.0
d2a08d,STCHE-5,CAMP_DIW_01,P10,65,50% OFF,141,157,,,,chennai,298,Atliq_Cream_Beauty_Bathing_Soap (125GM),32.5,9165,5102.5
d33904,STMYS-3,CAMP_DIW_01,P07,300,BOGOF,59,233,,,,mysuru,292,Atliq_Curtains,150.0,17700,34950.0
13fd74,STMDU-3,CAMP_DIW_01,P05,55,25% OFF,64,58,,,,madurai,122,Atliq_Scrub_Sponge_For_Dishwash,13.75,3520,2392.5
c3ae5a,STBLR-1,CAMP_SAN_01,P11,190,50% OFF,39,55,,,,bengaluru,94,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,7410,5225.0
2384f8,STMYS-0,CAMP_DIW_01,P09,110,50% OFF,70,87,,,,mysuru,157,Atliq_Body_Milk_Nourishing_Lotion (120ML),55.0,7700,4785.0
14f79d,STVSK-1,CAMP_DIW_01,P04,290,25% OFF,252,196,,,,visakhapatnam,448,Atliq_Farm_Chakki_Atta (1KG),72.5,73080,42630.0
89bbca,STCBE-4,CAMP_DIW_01,P13,350,BOGOF,42,128,,,,coimbatore,170,Atliq_High_Glo_15W_LED_Bulb,175.0,14700,22400.0
61f82c,STBLR-5,CAMP_DIW_01,P11,190,50% OFF,63,81,,,,bengaluru,144,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,11970,7695.0
bcad3c,STMDU-0,CAMP_DIW_01,P01,172,33% OFF,201,305,,,,madurai,506,Atliq_Masoor_Dal (1KG),56.760000000000005,34572,35148.2
2749b0,STCHE-5,CAMP_SAN_01,P11,190,50% OFF,34,39,,,,chennai,73,Atliq_Doodh_Kesar_Body_Lotion (200ML),95.0,6460,3705.0
9ce293,STMDU-1,CAMP_SAN_01,P03,200,BOGOF,255,1009,,,,madurai,1264,Atliq_Suflower_Oil (1L),100.0,51000,100900.0
93dff2,STBLR-3,CAMP_DIW_01,P03,156,25% OFF,390,308,,,,bengaluru,698,Atliq_Suflower_Oil (1L),39.0,60840,36036.0
339bf7,STCHE-5,CAMP_DIW_01,P05,55,25% OFF,127,109,,,,chennai,236,Atliq_Scrub_Sponge_For_Dishwash,13.75,6985,4496.25
5c8834,STBLR-2,CAMP_SAN_01,P05,55,25% OFF,24,19,,,,bengaluru,43,Atliq_Scrub_Sponge_For_Dishwash,13.75,1320,783.75
4162d7,STHYD-2,CAMP_DIW_01,P05,55,25% OFF,110,86,,,,hyderabad,196,Atliq_Scrub_Sponge_For_Dishwash,13.75,6050,3547.5
60170c,STHYD-4,CAMP_DIW_01,P08,1190,BOGOF,63,208,,,,hyderabad,271,Atliq_Double_Bedsheet_set,595.0,74970,123760.0
4fbcf6,STHYD-1,CAMP_SAN_01,P06,415,25% OFF,27,22,,,,hyderabad,49,Atliq_Fusion_Container_Set_of_3,103.75,11205,6847.5
1f1b71,STMDU-3,CAMP_SAN_01,P01,172,33% OFF,214,267,,,,madurai,481,Atliq_Masoor_Dal (1KG),56.760000000000005,36808,30769.079999999998
96a556,STBLR-1,CAMP_DIW_01,P02,860,33% OFF,358,537,,,,bengaluru,895,Atliq_Sonamasuri_Rice (10KG),283.8,307880,309419.4
6846a8,STVSK-0,CAMP_DIW_01,P04,290,25% OFF,201,174,,,,visakhapatnam,375,Atliq_Farm_Chakki_Atta (1KG),72.5,58290,37845.0
0a453f,STMYS-0,CAMP_DIW_01,P03,156,25% OFF,301,264,,,,mysuru,565,Atliq_Suflower_Oil (1L),39.0,46956,30888.0
fcee36,STMYS-0,CAMP_SAN_01,P12,62,50% OFF,66,92,,,,mysuru,158,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,4092,2852.0
58ce38,STBLR-3,CAMP_SAN_01,P13,350,BOGOF,118,455,,,,bengaluru,573,Atliq_High_Glo_15W_LED_Bulb,175.0,41300,79625.0
4a5884,STHYD-0,CAMP_SAN_01,P12,62,50% OFF,57,90,,,,hyderabad,147,Atliq_Lime_Cool_Bathing_Bar (125GM),31.0,3534,2790.0
e7769b,STHYD-5,CAMP_DIW_01,P15,3000,500 Cashback,357,1046,,,,hyderabad,1403,Atliq_Home_Essential_8_Product_Combo,2500.0,1071000,523000.0
